iteration,algorithm,mean_return,mean_steps,success_rate,policy_loss,value_loss,entropy,approx_kl,ref_kl,q1_loss,q2_loss,alpha,bc_mse
45,sac,-44.493975065275166,411.75,0.25,2.620558023452759,,,,0.0,2.0579187870025635,2.053516387939453,0.0,0.26223909854888916
46,sac,-25.062929633131937,543.75,0.25,2.41182804107666,,,,0.0,0.18639256060123444,0.17913031578063965,0.0,0.28155064582824707
47,sac,3.084661325811367,408.5,0.5,2.643242359161377,,,,0.0,0.24100270867347717,0.21440717577934265,0.0,0.29184690117836
48,sac,-21.796115427575266,341.75,0.25,2.265650749206543,,,,0.0,1.4986109733581543,1.4651093482971191,0.0,0.29103803634643555
49,sac,14.93192205758383,366.25,0.75,2.62397837638855,,,,0.0,0.22231295704841614,0.21439316868782043,0.0,0.3128509521484375
50,sac,-17.46419106770584,378.5,0.25,2.6467413902282715,,,,0.0,0.2122042179107666,0.2206774652004242,0.0,0.3159537613391876
51,sac,-69.26769725262483,327.25,0.0,2.567941904067993,,,,0.0,0.060319170355796814,0.05393819510936737,0.0,0.3179987668991089
52,sac,-16.042274957594486,295.5,0.25,2.6505210399627686,,,,0.0,0.1037091612815857,0.08012467622756958,0.0,0.3024293780326843
53,sac,-35.49974417541873,439.5,0.0,2.6372244358062744,,,,0.0,0.09709902852773666,0.0906255766749382,0.0,0.28187915682792664
54,sac,-34.35343965102359,576.5,0.0,2.624150514602661,,,,0.0,0.07819478958845139,0.0727032870054245,0.0,0.25586462020874023
55,sac,-45.78850325779883,206.25,0.25,2.615476608276367,,,,0.0,0.11080046743154526,0.10448294132947922,0.0,0.23923112452030182
56,sac,-31.90339433049217,308.5,0.25,2.5808966159820557,,,,0.0,9.138694763183594,9.285179138183594,0.0,0.2152993381023407
57,sac,-24.81486745731651,581.0,0.0,2.5958080291748047,,,,0.0,1.5001355409622192,1.5164109468460083,0.0,0.2008911520242691
58,sac,-49.753522942764114,269.3333333333333,0.3333333333333333,2.579617500305176,,,,0.0,0.20356306433677673,0.2245655655860901,0.0,0.18698665499687195
59,sac,-172.92309608242212,505.0,0.0,2.587236166000366,,,,0.0,8.91513442993164,8.833977699279785,0.0,0.17447808384895325
60,sac,-30.084572854904845,491.5,0.0,2.5649542808532715,,,,0.0,0.13953958451747894,0.13443738222122192,0.0,0.16546109318733215
61,sac,-15.273501402408385,300.0,0.75,2.5563976764678955,,,,0.0,17.70342254638672,17.539541244506836,0.0,0.13872455060482025
62,sac,-17.90487693966137,670.0,0.0,2.5527281761169434,,,,0.0,8.85798454284668,9.01154613494873,0.0,0.11805375665426254
63,sac,-499.9171902291869,504.75,0.25,2.53899884223938,,,,0.0,0.624534010887146,0.5766099095344543,0.0,0.11495775729417801
64,sac,-297.6746478201925,363.5,0.5,2.5476338863372803,,,,0.0,11.339441299438477,11.10366153717041,0.0,0.11238978803157806
65,sac,-11.819553691010563,338.6666666666667,0.3333333333333333,2.478767156600952,,,,0.0,0.7992450594902039,0.8767737746238708,0.0,0.10003863275051117
66,sac,-34.204936106947656,335.0,0.5,2.528517484664917,,,,0.0,9.538064002990723,9.667780876159668,0.0,0.09380394965410233
67,sac,-29.930812010737483,430.75,0.5,2.5103843212127686,,,,0.0,1.0301071405410767,0.9968429803848267,0.0,0.08529997617006302
68,sac,-232.36873463059857,214.75,0.5,2.532543182373047,,,,0.0,1.0524578094482422,1.1177568435668945,0.0,0.08670780062675476
69,sac,-47.31677820516292,426.5,0.25,2.495894193649292,,,,0.0,1.1603317260742188,1.161728858947754,0.0,0.08592246472835541
70,sac,-703.7029012266692,649.75,0.0,2.5422651767730713,,,,0.0,1.5453600883483887,1.5166926383972168,0.0,0.0854286402463913
71,sac,-499.41770185494704,559.0,0.25,2.517353057861328,,,,0.0,11.762350082397461,11.772412300109863,0.0,0.07437968254089355
72,sac,5.972738640752363,286.75,0.75,2.4789552688598633,,,,0.0,1.9822633266448975,2.0228419303894043,0.0,0.07587869465351105
73,sac,-3.719520835338912,271.25,0.5,2.4920108318328857,,,,0.0,1.4902305603027344,1.5761876106262207,0.0,0.0673770159482956
74,sac,-90.47676223588842,455.75,0.25,2.501573085784912,,,,0.0,1.2388885021209717,1.3400402069091797,0.0,0.06436221301555634
75,sac,15.631917871816041,166.75,1.0,2.4982450008392334,,,,0.0,1.4278379678726196,1.5596845149993896,0.0,0.07041800022125244
76,sac,-38.2062290151123,333.25,0.0,2.5274460315704346,,,,0.0,1.1757071018218994,1.2912898063659668,0.0,0.06833455711603165
77,sac,-15.260328474475358,302.3333333333333,0.3333333333333333,2.5054752826690674,,,,0.0,1.2330904006958008,1.2737191915512085,0.0,0.07491596043109894
78,sac,-10.48559436454596,266.75,0.75,2.466564655303955,,,,0.0,1.20496666431427,1.159282922744751,0.0,0.07138963043689728
79,sac,-553.0251142535394,372.0,0.0,2.530935287475586,,,,0.0,1.4962263107299805,1.4283006191253662,0.0,0.08025524020195007
80,sac,7.876416706094872,340.75,0.75,2.5388638973236084,,,,0.0,1.3305418491363525,1.2932817935943604,0.0,0.08339003473520279
81,sac,-567.10185983485,524.6666666666666,0.3333333333333333,2.5121819972991943,,,,0.0,9.789620399475098,9.814356803894043,0.0,0.08485905826091766
82,sac,-233.81895280742575,451.75,0.0,2.5010416507720947,,,,0.0,0.8894246816635132,0.8242255449295044,0.0,0.08421193808317184
83,sac,-364.5276319291692,459.25,0.25,2.531832218170166,,,,0.0,8.450881004333496,8.85042667388916,0.0,0.08942659199237823
84,sac,-261.35273577888177,590.0,0.0,2.542771100997925,,,,0.0,1.1501097679138184,1.159461259841919,0.0,0.09473281353712082
85,sac,-534.7590861794946,431.0,0.0,2.521995782852173,,,,0.0,13.239824295043945,13.303801536560059,0.0,0.09314940869808197
86,sac,-17.73236867740622,470.75,0.25,2.4997026920318604,,,,0.0,1.3045028448104858,1.3424274921417236,0.0,0.09179799258708954
87,sac,-478.15317578147335,560.5,0.0,2.5248403549194336,,,,0.0,1.2749745845794678,1.3676555156707764,0.0,0.0929931253194809
88,sac,-228.21888482292044,481.75,0.0,2.5209758281707764,,,,0.0,2.7490217685699463,2.7269396781921387,0.0,0.08985531330108643
89,sac,-283.06470385018275,224.0,0.25,2.5092389583587646,,,,0.0,1.1701892614364624,1.2649753093719482,0.0,0.08259501308202744
90,sac,-497.5454426899359,523.25,0.25,2.528761863708496,,,,0.0,1.2549635171890259,1.273505687713623,0.0,0.08248843252658844
91,sac,-1270.0696275166533,580.5,0.0,2.525982618331909,,,,0.0,4.359894752502441,4.415435791015625,0.0,0.08825981616973877
92,sac,-582.9214298463769,423.0,0.3333333333333333,2.5089809894561768,,,,0.0,8.781457901000977,8.80433464050293,0.0,0.08453051000833511
93,sac,-18.30248412911858,391.5,0.25,2.537358522415161,,,,0.0,1.6536853313446045,1.6373229026794434,0.0,0.09845011681318283
94,sac,-771.3044656060104,322.0,0.25,2.5273969173431396,,,,0.0,4.117696285247803,4.149798393249512,0.0,0.0994885116815567
95,sac,-399.5187261756423,543.5,0.0,2.541039228439331,,,,0.0,1.2122056484222412,1.332094669342041,0.0,0.10118448734283447
96,sac,-763.653078117618,536.0,0.0,2.5293891429901123,,,,0.0,1.5892674922943115,1.684659719467163,0.0,0.09410342574119568
97,sac,-492.82350450226903,378.75,0.25,2.542799472808838,,,,0.0,2.4658703804016113,2.4223241806030273,0.0,0.09886346757411957
98,sac,-878.0032442997853,670.0,0.0,2.5401480197906494,,,,0.0,1.2166624069213867,1.2319021224975586,0.0,0.09735167771577835
99,sac,-31.401710324474173,327.0,0.5,2.533484697341919,,,,0.0,1.1118799448013306,1.1083950996398926,0.0,0.08402968943119049
100,sac,-311.307199516378,395.25,0.0,2.53432035446167,,,,0.0,17.78915023803711,17.704151153564453,0.0,0.07776281982660294
101,sac,-104.43272922699171,324.75,0.0,2.530928134918213,,,,0.0,1.454721450805664,1.4868649244308472,0.0,0.07145412266254425
102,sac,-128.32023112879656,469.5,0.25,2.532747507095337,,,,0.0,1.3334672451019287,1.3297357559204102,0.0,0.07726503908634186
103,sac,-373.0453898173562,520.75,0.0,2.52862286567688,,,,0.0,1.8832615613937378,1.8731783628463745,0.0,0.06918133795261383
104,sac,-171.73482929623606,370.5,0.25,2.5298023223876953,,,,0.0,1.8702208995819092,1.8617618083953857,0.0,0.07778438925743103
105,sac,-216.13118578039422,458.5,0.25,2.5400192737579346,,,,0.0,1.6119303703308105,1.7311623096466064,0.0,0.08005599677562714
106,sac,-26.70094004665326,561.25,0.0,2.529222011566162,,,,0.0,1.2369664907455444,1.1595895290374756,0.0,0.07306712865829468
107,sac,-233.70368613978548,601.25,0.0,2.538647174835205,,,,0.0,1.022620439529419,1.0384944677352905,0.0,0.08718356490135193
108,sac,-300.9923490239958,541.5,0.0,2.5441322326660156,,,,0.0,1.2106281518936157,1.1668506860733032,0.0,0.10060984641313553
109,sac,-47.16843698069229,255.5,0.75,2.5367980003356934,,,,0.0,0.7732992768287659,0.8345828056335449,0.0,0.09796899557113647
110,sac,-73.81690636401814,376.75,0.25,2.5448572635650635,,,,0.0,8.864607810974121,8.835497856140137,0.0,0.11531433463096619
111,sac,-373.96922040503074,426.5,0.25,2.5554897785186768,,,,0.0,8.134723663330078,8.0960054397583,0.0,0.12359065562486649
112,sac,-565.3535381831659,420.75,0.0,2.5622565746307373,,,,0.0,10.116168022155762,10.280587196350098,0.0,0.13416454195976257
113,sac,-36.72275576129142,235.75,0.0,2.5575547218322754,,,,0.0,9.367838859558105,9.503273010253906,0.0,0.12920206785202026
114,sac,-54.8978504608165,196.5,0.25,2.5654208660125732,,,,0.0,9.994556427001953,9.822391510009766,0.0,0.14088568091392517
115,sac,-585.5717916458902,460.5,0.0,2.5512735843658447,,,,0.0,2.4443047046661377,2.4654457569122314,0.0,0.14462798833847046
116,sac,-39.90370158421012,239.5,0.0,2.5331485271453857,,,,0.0,1.6293540000915527,1.6163221597671509,0.0,0.12013508379459381
117,sac,-527.245569748537,594.5,0.0,2.542203664779663,,,,0.0,1.6681089401245117,1.6811246871948242,0.0,0.11332149803638458
118,sac,-30.112539577757325,214.5,0.25,2.5458984375,,,,0.0,1.4939180612564087,1.6843092441558838,0.0,0.09959729760885239
119,sac,-448.85328719855664,670.0,0.0,2.5329763889312744,,,,0.0,2.648664951324463,2.9132425785064697,0.0,0.08395853638648987
120,sac,-191.44028521812763,595.75,0.25,2.5188491344451904,,,,0.0,8.409623146057129,8.485112190246582,0.0,0.0824890211224556
121,sac,13.21886399265488,650.0,0.5,2.539297103881836,,,,0.0,3.603170394897461,3.591637134552002,0.0,0.0856553167104721
122,sac,-333.34339032384275,532.25,0.25,2.539891242980957,,,,0.0,2.0383033752441406,2.2047033309936523,0.0,0.08017832040786743
123,sac,-19.438344899405678,421.25,0.5,2.537766695022583,,,,0.0,2.9003348350524902,2.9570209980010986,0.0,0.08343176543712616
124,sac,7.943216641543169,213.25,0.75,2.5464587211608887,,,,0.0,1.428242802619934,1.458767056465149,0.0,0.10055151581764221
125,sac,-1.478750704834403,283.5,0.5,2.5566182136535645,,,,0.0,8.765453338623047,9.582429885864258,0.0,0.11761009693145752
126,sac,-349.2488417093269,542.75,0.25,2.552553176879883,,,,0.0,0.9326499700546265,1.1247756481170654,0.0,0.1160275936126709
127,sac,-3.888756668821658,545.5,0.25,2.5632498264312744,,,,0.0,0.6997146606445312,0.7558556795120239,0.0,0.12886901199817657
128,sac,-720.702875360287,464.5,0.5,2.568161964416504,,,,0.0,8.733227729797363,8.734158515930176,0.0,0.13728868961334229
129,sac,-477.1399602241037,490.75,0.25,2.5582361221313477,,,,0.0,1.1846705675125122,1.2409907579421997,0.0,0.11951969563961029
130,sac,-268.0935299321216,288.0,0.5,2.5553953647613525,,,,0.0,1.238551378250122,1.407153844833374,0.0,0.12071666121482849
131,sac,-8.542255195209814,260.25,0.5,2.5543010234832764,,,,0.0,1.3648018836975098,1.4420771598815918,0.0,0.11011041700839996
132,sac,-157.5056960422617,478.0,0.0,2.5482118129730225,,,,0.0,1.3345904350280762,1.389397144317627,0.0,0.09749620407819748
133,sac,-21.29366966640226,614.3333333333334,0.0,2.545921564102173,,,,0.0,0.9133936762809753,0.9377787709236145,0.0,0.09191544353961945
134,sac,-211.47031828370237,557.5,0.25,2.5388779640197754,,,,0.0,1.4707473516464233,1.473386287689209,0.0,0.0796244889497757
135,sac,-16.43791416980216,297.75,0.25,2.535064697265625,,,,0.0,2.3871512413024902,2.35213041305542,0.0,0.07127529382705688
136,sac,17.25528424026018,428.0,0.75,2.5285091400146484,,,,0.0,9.331457138061523,9.350129127502441,0.0,0.0680532157421112
137,sac,-85.46464737462455,515.25,0.25,2.5340847969055176,,,,0.0,0.9258688688278198,1.0178626775741577,0.0,0.07238869369029999
138,sac,-11.306629483331948,654.5,0.25,2.5261497497558594,,,,0.0,0.5372920632362366,0.5898783802986145,0.0,0.06767727434635162
139,sac,16.59955991841745,316.25,1.0,2.5328803062438965,,,,0.0,1.4262821674346924,1.388786792755127,0.0,0.07309912145137787
140,sac,-13.105534714063467,587.5,0.0,2.5317258834838867,,,,0.0,0.39582616090774536,0.4501211941242218,0.0,0.07775524258613586
141,sac,21.334270909264976,260.0,1.0,2.5398457050323486,,,,0.0,0.3753146529197693,0.399515300989151,0.0,0.0814036875963211
142,sac,-52.405872567532924,479.0,0.5,2.5388851165771484,,,,0.0,0.4135534465312958,0.41137564182281494,0.0,0.09452669322490692
143,sac,-226.945180294236,331.75,0.5,2.5392870903015137,,,,0.0,0.20923259854316711,0.20157533884048462,0.0,0.10127058625221252
144,sac,-15.893054228181581,436.25,0.5,2.549798011779785,,,,0.0,0.3534403443336487,0.32422399520874023,0.0,0.10758732259273529
145,sac,-545.2460232176145,546.0,0.5,2.5543770790100098,,,,0.0,0.6207469701766968,0.6342587471008301,0.0,0.1256697177886963
146,sac,-189.28508881247313,498.0,0.25,2.5582406520843506,,,,0.0,0.5065233111381531,0.4827064275741577,0.0,0.1218750849366188
147,sac,-346.5942554194285,670.0,0.0,2.560671329498291,,,,0.0,0.7922906875610352,0.7839183211326599,0.0,0.12206463515758514
148,sac,-256.3153841637928,274.0,0.5,2.55288028717041,,,,0.0,0.929840087890625,0.9163236618041992,0.0,0.10922625660896301
149,sac,-19.155751491776037,670.0,0.0,2.548128604888916,,,,0.0,1.8846826553344727,1.84745192527771,0.0,0.10494472086429596
