global_episode,iteration,rollout_name,semantic_target,course,return,steps,success,goal_settled,final_pos_err_m,start_idx,collision,termination
38,9,flightroom_071353_q01,green_clock,green clock,25.82038099137558,354,1,1,0.27663118248728236,0,0,goal_reached
39,9,flightroom_071718_q01,yellow_handheld_cordless_drill_on_two_boxes,yellow handheld cordless drill on two boxes,20.31896128294983,304,1,1,0.2015478011623248,0,0,goal_reached
40,9,flightroom_071353_q00,green_clock,green clock,31.728127507221103,252,1,1,0.4604913327105453,0,0,goal_reached
41,10,flightroom_071718_q00,yellow_handheld_cordless_drill_on_two_boxes,yellow handheld cordless drill on two boxes,32.46534722238596,322,1,1,0.4569241164238588,0,0,goal_reached
42,10,flightroom_071353_q01,green_clock,green clock,26.069356432089865,334,1,1,0.23295437578559605,0,0,goal_reached
43,10,flightroom_071353_q00,green_clock,green clock,33.056365874691224,270,1,1,0.29223702325890255,0,0,goal_reached
44,10,flightroom_071718_q01,yellow_handheld_cordless_drill_on_two_boxes,yellow handheld cordless drill on two boxes,-35.533993629575654,224,0,0,0.2891538889183721,0,1,collision
45,11,flightroom_071718_q00,yellow_handheld_cordless_drill_on_two_boxes,yellow handheld cordless drill on two boxes,36.4980882734459,355,1,1,0.4778471206480414,0,0,goal_reached
46,11,flightroom_071718_q01,yellow_handheld_cordless_drill_on_two_boxes,yellow handheld cordless drill on two boxes,-35.689440297838125,220,0,0,0.3513901547878842,0,1,collision
47,11,flightroom_071353_q00,green_clock,green clock,33.19537091848818,272,1,1,0.29579846456365533,0,0,goal_reached
48,11,flightroom_071353_q01,green_clock,green clock,25.757656538190876,352,1,1,0.2581086134770295,0,0,goal_reached
49,12,flightroom_071718_q01,yellow_handheld_cordless_drill_on_two_boxes,yellow handheld cordless drill on two boxes,18.369228278308455,227,1,1,0.21012089860352293,0,0,goal_reached
50,12,flightroom_071353_q01,green_clock,green clock,24.307894715924874,350,1,1,0.20962713911789363,0,0,goal_reached
51,12,flightroom_071353_q00,green_clock,green clock,31.9558387953749,253,1,1,0.442268861954149,0,0,goal_reached
52,12,flightroom_071718_q00,yellow_handheld_cordless_drill_on_two_boxes,yellow handheld cordless drill on two boxes,34.785171940696685,336,1,1,0.46787418529928676,0,0,goal_reached
53,13,flightroom_071353_q01,green_clock,green clock,21.008387808677636,375,1,1,0.16860624391401938,0,0,goal_reached
54,13,flightroom_071718_q01,yellow_handheld_cordless_drill_on_two_boxes,yellow handheld cordless drill on two boxes,18.694570510146917,230,1,1,0.26261216774556106,0,0,goal_reached
55,13,flightroom_071353_q00,green_clock,green clock,31.857534758505935,250,1,1,0.4464213849906485,0,0,goal_reached
56,13,flightroom_071718_q00,yellow_handheld_cordless_drill_on_two_boxes,yellow handheld cordless drill on two boxes,33.60928995292397,315,1,1,0.4729947294931992,0,0,goal_reached
57,14,flightroom_071353_q01,green_clock,green clock,-6.362660585286486,670,0,0,0.45295392264013995,0,0,timeout
58,14,flightroom_071718_q01,yellow_handheld_cordless_drill_on_two_boxes,yellow handheld cordless drill on two boxes,-36.45469833224538,152,0,0,0.5373603926056156,0,1,collision
59,14,flightroom_071353_q00,green_clock,green clock,31.64028147939517,251,1,1,0.4554844744273878,0,0,goal_reached
60,14,flightroom_071718_q00,yellow_handheld_cordless_drill_on_two_boxes,yellow handheld cordless drill on two boxes,30.610899103201607,271,1,1,0.48107781176339115,0,0,goal_reached
61,15,flightroom_071353_q01,green_clock,green clock,23.44655022066491,515,1,1,0.3410688386145122,0,0,goal_reached
62,15,flightroom_071718_q01,yellow_handheld_cordless_drill_on_two_boxes,yellow handheld cordless drill on two boxes,19.162417128047807,226,1,1,0.17566274451255803,0,0,goal_reached
63,15,flightroom_071718_q00,yellow_handheld_cordless_drill_on_two_boxes,yellow handheld cordless drill on two boxes,30.729044157964317,273,1,1,0.48397898734797196,0,0,goal_reached
64,15,flightroom_071353_q00,green_clock,green clock,31.744525208509472,249,1,1,0.4413593893399378,0,0,goal_reached
65,16,flightroom_071718_q01,yellow_handheld_cordless_drill_on_two_boxes,yellow handheld cordless drill on two boxes,18.069812839606442,228,1,1,0.25082589743244393,0,0,goal_reached
66,16,flightroom_071353_q00,green_clock,green clock,31.542200968523304,247,1,1,0.45887091997789153,0,0,goal_reached
67,16,flightroom_071353_q01,green_clock,green clock,-39.61704091868707,90,0,0,3.4744556425231083,0,1,collision
68,16,flightroom_071718_q00,yellow_handheld_cordless_drill_on_two_boxes,yellow handheld cordless drill on two boxes,34.41752116043392,323,1,1,0.46179021327114417,0,0,goal_reached
69,17,flightroom_071353_q00,green_clock,green clock,31.614079749438876,252,1,1,0.475856884122065,0,0,goal_reached
70,17,flightroom_071353_q01,green_clock,green clock,-39.288208903818145,88,0,0,3.376322788313189,0,1,collision
71,17,flightroom_071718_q00,yellow_handheld_cordless_drill_on_two_boxes,yellow handheld cordless drill on two boxes,33.5721987037487,314,1,1,0.4724867407562633,0,0,goal_reached
72,17,flightroom_071718_q01,yellow_handheld_cordless_drill_on_two_boxes,yellow handheld cordless drill on two boxes,-35.86667225516003,221,0,0,0.3663318782743081,0,1,collision
73,18,flightroom_071353_q00,green_clock,green clock,32.90170093030668,265,1,1,0.3370233144909134,0,0,goal_reached
74,18,flightroom_071718_q01,yellow_handheld_cordless_drill_on_two_boxes,yellow handheld cordless drill on two boxes,-35.94979354125667,157,0,0,0.4677913785409245,0,1,collision
75,18,flightroom_071353_q01,green_clock,green clock,28.092887344477784,361,1,1,0.3543956190013536,0,0,goal_reached
76,18,flightroom_071718_q00,yellow_handheld_cordless_drill_on_two_boxes,yellow handheld cordless drill on two boxes,33.25489638449574,311,1,1,0.4678737774578301,0,0,goal_reached
77,19,flightroom_071353_q00,green_clock,green clock,31.589352581470784,247,1,1,0.4593859029474165,0,0,goal_reached
78,19,flightroom_071718_q01,yellow_handheld_cordless_drill_on_two_boxes,yellow handheld cordless drill on two boxes,18.889346352740215,227,1,1,0.18376467522635545,0,0,goal_reached
79,19,flightroom_071718_q00,yellow_handheld_cordless_drill_on_two_boxes,yellow handheld cordless drill on two boxes,40.731472749738224,412,1,1,0.47689021537648374,0,0,goal_reached
80,19,flightroom_071353_q01,green_clock,green clock,25.339926753252257,463,1,1,0.3952623668837904,0,0,goal_reached
